age;job;marital;education;default;;
36;unemployed;married;secondary;no;;
49;technician;married;primary;no;;
34;management;single;tertiary;no;;
26;services;single;secondary;no;;
52;blue-collar;married;primary;no;;
32;blue-collar;single;secondary;no;;
33;unemployed;married;tertiary;no;;
43;management;married;tertiary;no;;
26;technician;single;tertiary;no;;
45;technician;married;secondary;no;;
30;management;single;tertiary;no;;
37;services;divorced;primary;no;;
45;management;single;tertiary;no;;
34;management;married;tertiary;no;;
35;services;married;secondary;no;;
41;admin.;married;tertiary;no;;
42;self-employed;married;tertiary;no;;
48;blue-collar;married;unknown;no;;
45;unknown;married;primary;no;;
47;management;married;tertiary;no;;
37;blue-collar;married;primary;no;;
32;management;married;secondary;no;;
40;management;married;tertiary;no;;
35;technician;single;secondary;no;;
31;technician;single;secondary;no;;
36;technician;single;tertiary;no;;
44;management;married;tertiary;no;;
52;admin.;divorced;secondary;no;;
28;student;single;secondary;no;;
45;blue-collar;married;primary;no;;
38;management;married;tertiary;no;;
39;blue-collar;married;primary;no;;
28;management;single;tertiary;no;;
31;technician;single;secondary;no;;
46;blue-collar;married;primary;no;;
22;student;single;secondary;no;;
49;blue-collar;single;primary;no;;
44;unemployed;married;secondary;no;;
31;self-employed;single;secondary;no;;
53;blue-collar;married;primary;no;;
55;management;married;tertiary;no;;
35;technician;married;secondary;no;;
35;blue-collar;married;secondary;no;;
37;management;single;tertiary;no;;
50;blue-collar;married;secondary;no;;
37;management;married;primary;no;;
37;blue-collar;single;primary;no;;
29;management;single;tertiary;no;;
31;admin.;single;secondary;no;;
40;technician;married;secondary;no;;
47;services;divorced;secondary;no;;
55;self-employed;married;secondary;no;;
33;technician;single;secondary;no;;
53;services;divorced;secondary;no;;
38;management;single;tertiary;no;;
61;management;married;secondary;no;;
43;unemployed;divorced;secondary;no;;
42;housemaid;married;primary;no;;
36;management;divorced;tertiary;no;;
31;technician;single;tertiary;no;;
59;management;married;unknown;no;;
29;blue-collar;married;primary;no;;
33;technician;married;secondary;no;;
44;blue-collar;married;primary;no;;
43;blue-collar;married;secondary;no;;
42;management;married;tertiary;no;;
32;management;single;tertiary;no;;
43;management;married;tertiary;no;;
39;admin.;single;secondary;no;;
23;blue-collar;married;primary;no;;
43;services;married;secondary;no;;
46;admin.;married;secondary;no;;
31;technician;married;secondary;no;;
38;management;married;tertiary;no;;
53;blue-collar;married;primary;no;;
37;blue-collar;married;primary;no;;
49;entrepreneur;divorced;secondary;no;;
31;unemployed;single;secondary;no;;
45;management;married;tertiary;no;;
58;admin.;married;secondary;no;;
35;blue-collar;single;secondary;no;;
32;technician;single;secondary;no;;
28;technician;single;tertiary;no;;
26;technician;single;secondary;no;;
48;management;married;tertiary;no;;
30;blue-collar;single;secondary;no;;
31;entrepreneur;single;tertiary;no;;
31;management;married;tertiary;no;;
45;blue-collar;divorced;primary;no;;
38;admin.;married;secondary;no;;
34;management;married;tertiary;no;;
42;services;married;secondary;no;;
60;self-employed;married;primary;no;;
42;blue-collar;single;secondary;no;;
32;admin.;single;secondary;no;;
42;unemployed;divorced;tertiary;no;;
33;services;married;secondary;no;;
42;admin.;married;unknown;no;;
51;technician;married;tertiary;no;;
36;technician;divorced;secondary;no;;
46;blue-collar;married;secondary;no;;
40;blue-collar;married;secondary;no;;
49;blue-collar;married;secondary;no;;
38;blue-collar;married;secondary;no;;
32;services;single;secondary;no;;
33;services;married;secondary;no;;
57;self-employed;married;tertiary;yes;;
57;technician;married;secondary;no;;
28;blue-collar;married;secondary;no;;
44;entrepreneur;single;tertiary;no;;
